"annotation_id","annotator","created_at","id","img","kp-1","lead_time","pitch","updated_at"
8553,"5","2025-01-15T14:50:20.452790Z",20293,"https://fieldvision.forzify.com/labelstudio/data/local-files/?d=label-studio/data/y/3196_a25c80qmqu78y_105x64_frame_83.png","[{""x"":10.89887640449438,""y"":25.56803995006242,""width"":0.22471910112359553,""keypointlabels"":[""32""],""original_width"":1280,""original_height"":720},{""x"":28.98876404494382,""y"":31.161048689138575,""width"":0.22471910112359553,""keypointlabels"":[""33""],""original_width"":1280,""original_height"":720},{""x"":47.19101123595505,""y"":36.75405742821473,""width"":0.22471910112359553,""keypointlabels"":[""34""],""original_width"":1280,""original_height"":720},{""x"":57.97752808988764,""y"":40.54931335830212,""width"":0.22471910112359553,""keypointlabels"":[""35""],""original_width"":1280,""original_height"":720},{""x"":74.04494382022472,""y"":44.9438202247191,""width"":0.22471910112359553,""keypointlabels"":[""36""],""original_width"":1280,""original_height"":720},{""x"":87.07865168539325,""y"":48.93882646691635,""width"":0.22471910112359553,""keypointlabels"":[""37""],""original_width"":1280,""original_height"":720},{""x"":36.067415730337075,""y"":39.35081148564294,""width"":0.22471910112359553,""keypointlabels"":[""30""],""original_width"":1280,""original_height"":720},{""x"":74.15730337078652,""y"":52.53433208489389,""width"":0.22471910112359553,""keypointlabels"":[""31""],""original_width"":1280,""original_height"":720},{""x"":39.438202247191015,""y"":48.53932584269663,""width"":0.22471910112359553,""keypointlabels"":[""29""],""original_width"":1280,""original_height"":720},{""x"":10.224719101123595,""y"":46.142322097378276,""width"":0.22471910112359553,""keypointlabels"":[""26""],""original_width"":1280,""original_height"":720},{""x"":39.438202247191015,""y"":59.325842696629216,""width"":0.22471910112359553,""keypointlabels"":[""27""],""original_width"":1280,""original_height"":720},{""x"":77.52808988764045,""y"":76.10486891385769,""width"":0.22471910112359553,""keypointlabels"":[""28""],""original_width"":1280,""original_height"":720},{""x"":11.573033707865168,""y"":54.53183520599251,""width"":0.22471910112359553,""keypointlabels"":[""24""],""original_width"":1280,""original_height"":720}]",100.272,"[{""x"":0,""y"":24.76903870162297,""width"":99.5505617977528,""height"":74.70661672908864,""rotation"":0,""rectanglelabels"":[""football pitch""],""original_width"":1280,""original_height"":720}]","2025-01-15T14:50:20.452824Z"
8554,"5","2025-01-15T14:51:57.705713Z",20294,"https://fieldvision.forzify.com/labelstudio/data/local-files/?d=label-studio/data/y/3196_a25c80qmqu78y_105x64_frame_84.png","[{""x"":10.674157303370785,""y"":25.767790262172284,""width"":0.22471910112359553,""keypointlabels"":[""32""],""original_width"":1280,""original_height"":720},{""x"":28.98876404494382,""y"":31.760299625468164,""width"":0.22471910112359553,""keypointlabels"":[""33""],""original_width"":1280,""original_height"":720},{""x"":47.41573033707866,""y"":37.153558052434455,""width"":0.22471910112359553,""keypointlabels"":[""34""],""original_width"":1280,""original_height"":720},{""x"":57.97752808988764,""y"":40.54931335830212,""width"":0.22471910112359553,""keypointlabels"":[""35""],""original_width"":1280,""original_height"":720},{""x"":74.15730337078652,""y"":45.34332084893883,""width"":0.22471910112359553,""keypointlabels"":[""36""],""original_width"":1280,""original_height"":720},{""x"":87.30337078651685,""y"":49.33832709113608,""width"":0.22471910112359553,""keypointlabels"":[""37""],""original_width"":1280,""original_height"":720},{""x"":35.95505617977528,""y"":39.95006242197253,""width"":0.22471910112359553,""keypointlabels"":[""30""],""original_width"":1280,""original_height"":720},{""x"":74.38202247191012,""y"":52.9338327091136,""width"":0.22471910112359553,""keypointlabels"":[""31""],""original_width"":1280,""original_height"":720},{""x"":39.325842696629216,""y"":48.93882646691635,""width"":0.22471910112359553,""keypointlabels"":[""29""],""original_width"":1280,""original_height"":720},{""x"":9.887640449438202,""y"":47.14107365792759,""width"":0.22471910112359553,""keypointlabels"":[""26""],""original_width"":1280,""original_height"":720},{""x"":39.438202247191015,""y"":59.725343320848935,""width"":0.22471910112359553,""keypointlabels"":[""27""],""original_width"":1280,""original_height"":720},{""x"":77.41573033707864,""y"":76.90387016229712,""width"":0.22471910112359553,""keypointlabels"":[""28""],""original_width"":1280,""original_height"":720},{""x"":11.573033707865168,""y"":55.1310861423221,""width"":0.22471910112359553,""keypointlabels"":[""24""],""original_width"":1280,""original_height"":720}]",88.328,"[{""x"":0.22471910112359553,""y"":25.368289637952557,""width"":99.43820224719099,""height"":74.30711610486892,""rotation"":0,""rectanglelabels"":[""football pitch""],""original_width"":1280,""original_height"":720}]","2025-01-15T14:51:57.705751Z"
8555,"5","2025-01-15T14:53:43.568055Z",20295,"https://fieldvision.forzify.com/labelstudio/data/local-files/?d=label-studio/data/y/3196_a25c80qmqu78y_105x64_frame_85.png","[{""x"":10.337078651685392,""y"":26.367041198501873,""width"":0.22471910112359553,""keypointlabels"":[""32""],""original_width"":1280,""original_height"":720},{""x"":29.10112359550562,""y"":32.15980024968789,""width"":0.22471910112359553,""keypointlabels"":[""33""],""original_width"":1280,""original_height"":720},{""x"":47.30337078651685,""y"":37.95255930087391,""width"":0.22471910112359553,""keypointlabels"":[""34""],""original_width"":1280,""original_height"":720},{""x"":58.20224719101124,""y"":41.14856429463171,""width"":0.22471910112359553,""keypointlabels"":[""35""],""original_width"":1280,""original_height"":720},{""x"":74.38202247191012,""y"":45.74282147315855,""width"":0.22471910112359553,""keypointlabels"":[""36""],""original_width"":1280,""original_height"":720},{""x"":87.97752808988764,""y"":49.53807740324594,""width"":0.22471910112359553,""keypointlabels"":[""37""],""original_width"":1280,""original_height"":720},{""x"":35.61797752808989,""y"":40.149812734082396,""width"":0.22471910112359553,""keypointlabels"":[""30""],""original_width"":1280,""original_height"":720},{""x"":74.71910112359551,""y"":53.53308364544319,""width"":0.22471910112359553,""keypointlabels"":[""31""],""original_width"":1280,""original_height"":720},{""x"":39.325842696629216,""y"":49.737827715355806,""width"":0.22471910112359553,""keypointlabels"":[""29""],""original_width"":1280,""original_height"":720},{""x"":9.662921348314606,""y"":47.340823970037455,""width"":0.22471910112359553,""keypointlabels"":[""26""],""original_width"":1280,""original_height"":720},{""x"":39.438202247191015,""y"":60.52434456928839,""width"":0.22471910112359553,""keypointlabels"":[""27""],""original_width"":1280,""original_height"":720},{""x"":77.64044943820225,""y"":77.50312109862672,""width"":0.22471910112359553,""keypointlabels"":[""28""],""original_width"":1280,""original_height"":720},{""x"":10.561797752808989,""y"":55.53058676654182,""width"":0.22471910112359553,""keypointlabels"":[""24""],""original_width"":1280,""original_height"":720}]",97.452,"[{""x"":0.22471910112359553,""y"":25.56803995006242,""width"":99.43820224719101,""height"":73.50811485642946,""rotation"":0,""rectanglelabels"":[""football pitch""],""original_width"":1280,""original_height"":720}]","2025-01-15T14:53:43.568087Z"
8556,"5","2025-01-15T14:55:17.606542Z",20296,"https://fieldvision.forzify.com/labelstudio/data/local-files/?d=label-studio/data/y/3196_a25c80qmqu78y_105x64_frame_86.png","[{""x"":10,""y"":26.766541822721596,""width"":0.22471910112359553,""keypointlabels"":[""32""],""original_width"":1280,""original_height"":720},{""x"":28.98876404494382,""y"":32.75905118601748,""width"":0.22471910112359553,""keypointlabels"":[""33""],""original_width"":1280,""original_height"":720},{""x"":47.30337078651685,""y"":38.15230961298377,""width"":0.22471910112359553,""keypointlabels"":[""34""],""original_width"":1280,""original_height"":720},{""x"":58.31460674157304,""y"":41.54806491885144,""width"":0.22471910112359553,""keypointlabels"":[""35""],""original_width"":1280,""original_height"":720},{""x"":74.49438202247191,""y"":46.142322097378276,""width"":0.22471910112359553,""keypointlabels"":[""36""],""original_width"":1280,""original_height"":720},{""x"":88.42696629213484,""y"":50.53682896379526,""width"":0.22471910112359553,""keypointlabels"":[""37""],""original_width"":1280,""original_height"":720},{""x"":35.842696629213485,""y"":40.749063670411985,""width"":0.22471910112359553,""keypointlabels"":[""30""],""original_width"":1280,""original_height"":720},{""x"":74.9438202247191,""y"":54.13233458177278,""width"":0.22471910112359553,""keypointlabels"":[""31""],""original_width"":1280,""original_height"":720},{""x"":39.325842696629216,""y"":50.53682896379526,""width"":0.22471910112359553,""keypointlabels"":[""29""],""original_width"":1280,""original_height"":720},{""x"":9.325842696629213,""y"":47.940074906367045,""width"":0.22471910112359553,""keypointlabels"":[""26""],""original_width"":1280,""original_height"":720},{""x"":39.438202247191015,""y"":60.92384519350812,""width"":0.22471910112359553,""keypointlabels"":[""27""],""original_width"":1280,""original_height"":720},{""x"":78.08988764044943,""y"":78.50187265917603,""width"":0.22471910112359553,""keypointlabels"":[""28""],""original_width"":1280,""original_height"":720},{""x"":10.44943820224719,""y"":56.32958801498127,""width"":0.22471910112359553,""keypointlabels"":[""24""],""original_width"":1280,""original_height"":720}]",91.654,"[{""x"":0.11235955056179776,""y"":26.16729088639201,""width"":99.5505617977528,""height"":73.70786516853933,""rotation"":0,""rectanglelabels"":[""football pitch""],""original_width"":1280,""original_height"":720}]","2025-01-15T14:55:17.606589Z"
8557,"5","2025-01-15T14:56:53.815586Z",20297,"https://fieldvision.forzify.com/labelstudio/data/local-files/?d=label-studio/data/y/3196_a25c80qmqu78y_105x64_frame_87.png","[{""x"":9.775280898876403,""y"":27.36579275905119,""width"":0.22471910112359553,""keypointlabels"":[""32""],""original_width"":1280,""original_height"":720},{""x"":28.98876404494382,""y"":32.958801498127336,""width"":0.22471910112359553,""keypointlabels"":[""33""],""original_width"":1280,""original_height"":720},{""x"":47.19101123595505,""y"":38.55181023720349,""width"":0.22471910112359553,""keypointlabels"":[""34""],""original_width"":1280,""original_height"":720},{""x"":58.20224719101124,""y"":42.14731585518102,""width"":0.22471910112359553,""keypointlabels"":[""35""],""original_width"":1280,""original_height"":720},{""x"":74.8314606741573,""y"":47.14107365792759,""width"":0.22471910112359553,""keypointlabels"":[""36""],""original_width"":1280,""original_height"":720},{""x"":88.65168539325843,""y"":50.936329588014985,""width"":0.22471910112359553,""keypointlabels"":[""37""],""original_width"":1280,""original_height"":720},{""x"":35.842696629213485,""y"":41.14856429463171,""width"":0.22471910112359553,""keypointlabels"":[""30""],""original_width"":1280,""original_height"":720},{""x"":75.3932584269663,""y"":54.53183520599251,""width"":0.22471910112359553,""keypointlabels"":[""31""],""original_width"":1280,""original_height"":720},{""x"":9.101123595505618,""y"":48.53932584269663,""width"":0.22471910112359553,""keypointlabels"":[""26""],""original_width"":1280,""original_height"":720},{""x"":39.21348314606742,""y"":61.523096129837704,""width"":0.22471910112359553,""keypointlabels"":[""27""],""original_width"":1280,""original_height"":720},{""x"":78.20224719101122,""y"":79.10112359550561,""width"":0.22471910112359553,""keypointlabels"":[""28""],""original_width"":1280,""original_height"":720},{""x"":39.21348314606742,""y"":50.736579275905115,""width"":0.22471910112359553,""keypointlabels"":[""29""],""original_width"":1280,""original_height"":720},{""x"":10.224719101123595,""y"":57.12858926342073,""width"":0.22471910112359553,""keypointlabels"":[""24""],""original_width"":1280,""original_height"":720}]",92.167,"[{""x"":0,""y"":26.96629213483146,""width"":99.6629213483146,""height"":72.90886392009988,""rotation"":0,""rectanglelabels"":[""football pitch""],""original_width"":1280,""original_height"":720}]","2025-01-15T14:56:53.815624Z"
8558,"5","2025-01-15T14:58:21.432750Z",20298,"https://fieldvision.forzify.com/labelstudio/data/local-files/?d=label-studio/data/y/3196_a25c80qmqu78y_105x64_frame_88.png","[{""x"":9.438202247191011,""y"":27.36579275905119,""width"":0.22471910112359553,""keypointlabels"":[""32""],""original_width"":1280,""original_height"":720},{""x"":28.314606741573034,""y"":33.35830212234707,""width"":0.22471910112359553,""keypointlabels"":[""33""],""original_width"":1280,""original_height"":720},{""x"":46.96629213483146,""y"":38.951310861423224,""width"":0.22471910112359553,""keypointlabels"":[""34""],""original_width"":1280,""original_height"":720},{""x"":58.31460674157304,""y"":42.54681647940075,""width"":0.22471910112359553,""keypointlabels"":[""35""],""original_width"":1280,""original_height"":720},{""x"":74.9438202247191,""y"":47.54057428214731,""width"":0.22471910112359553,""keypointlabels"":[""36""],""original_width"":1280,""original_height"":720},{""x"":88.98876404494382,""y"":51.53558052434457,""width"":0.22471910112359553,""keypointlabels"":[""37""],""original_width"":1280,""original_height"":720},{""x"":35.73033707865169,""y"":41.54806491885144,""width"":0.22471910112359553,""keypointlabels"":[""30""],""original_width"":1280,""original_height"":720},{""x"":75.3932584269663,""y"":55.33083645443197,""width"":0.22471910112359553,""keypointlabels"":[""31""],""original_width"":1280,""original_height"":720},{""x"":38.98876404494382,""y"":51.53558052434457,""width"":0.22471910112359553,""keypointlabels"":[""29""],""original_width"":1280,""original_height"":720},{""x"":8.876404494382022,""y"":49.13857677902622,""width"":0.22471910112359553,""keypointlabels"":[""26""],""original_width"":1280,""original_height"":720},{""x"":39.325842696629216,""y"":62.12234706616729,""width"":0.22471910112359553,""keypointlabels"":[""27""],""original_width"":1280,""original_height"":720},{""x"":78.65168539325843,""y"":79.90012484394506,""width"":0.22471910112359553,""keypointlabels"":[""28""],""original_width"":1280,""original_height"":720},{""x"":9.887640449438202,""y"":57.528089887640455,""width"":0.22471910112359553,""keypointlabels"":[""24""],""original_width"":1280,""original_height"":720}]",82.897,"[{""x"":0,""y"":26.76654182272159,""width"":99.66292134831458,""height"":72.70911360798999,""rotation"":0,""rectanglelabels"":[""football pitch""],""original_width"":1280,""original_height"":720}]","2025-01-15T14:58:21.432785Z"
8559,"5","2025-01-15T14:59:54.886222Z",20299,"https://fieldvision.forzify.com/labelstudio/data/local-files/?d=label-studio/data/y/3196_a25c80qmqu78y_105x64_frame_89.png","[{""x"":9.101123595505618,""y"":27.76529338327091,""width"":0.22471910112359553,""keypointlabels"":[""32""],""original_width"":1280,""original_height"":720},{""x"":28.539325842696627,""y"":33.55805243445693,""width"":0.22471910112359553,""keypointlabels"":[""33""],""original_width"":1280,""original_height"":720},{""x"":47.07865168539326,""y"":39.550561797752806,""width"":0.22471910112359553,""keypointlabels"":[""34""],""original_width"":1280,""original_height"":720},{""x"":58.42696629213483,""y"":42.94631710362047,""width"":0.22471910112359553,""keypointlabels"":[""35""],""original_width"":1280,""original_height"":720},{""x"":75.28089887640449,""y"":47.740324594257174,""width"":0.22471910112359553,""keypointlabels"":[""36""],""original_width"":1280,""original_height"":720},{""x"":89.32584269662921,""y"":51.9350811485643,""width"":0.22471910112359553,""keypointlabels"":[""37""],""original_width"":1280,""original_height"":720},{""x"":35.50561797752809,""y"":41.947565543071164,""width"":0.22471910112359553,""keypointlabels"":[""30""],""original_width"":1280,""original_height"":720},{""x"":75.61797752808988,""y"":55.73033707865168,""width"":0.22471910112359553,""keypointlabels"":[""31""],""original_width"":1280,""original_height"":720},{""x"":38.98876404494382,""y"":51.9350811485643,""width"":0.22471910112359553,""keypointlabels"":[""29""],""original_width"":1280,""original_height"":720},{""x"":8.314606741573034,""y"":49.737827715355806,""width"":0.22471910112359553,""keypointlabels"":[""26""],""original_width"":1280,""original_height"":720},{""x"":38.98876404494382,""y"":63.12109862671661,""width"":0.22471910112359553,""keypointlabels"":[""27""],""original_width"":1280,""original_height"":720},{""x"":78.65168539325843,""y"":80.69912609238452,""width"":0.22471910112359553,""keypointlabels"":[""28""],""original_width"":1280,""original_height"":720},{""x"":9.775280898876403,""y"":57.927590511860174,""width"":0.22471910112359553,""keypointlabels"":[""24""],""original_width"":1280,""original_height"":720}]",86.53,"[{""x"":0,""y"":26.96629213483146,""width"":99.5505617977528,""height"":72.50936329588015,""rotation"":0,""rectanglelabels"":[""football pitch""],""original_width"":1280,""original_height"":720}]","2025-01-15T14:59:54.886256Z"
8560,"5","2025-01-16T09:44:13.713889Z",20300,"https://fieldvision.forzify.com/labelstudio/data/local-files/?d=label-studio/data/y/3198_avdpi93g7qnpk_107x67_frame_20.png","[{""x"":6.629213483146068,""y"":25.368289637952557,""width"":0.22471910112359553,""keypointlabels"":[""34""],""original_width"":1280,""original_height"":720},{""x"":15.617977528089888,""y"":27.36579275905119,""width"":0.22471910112359553,""keypointlabels"":[""35""],""original_width"":1280,""original_height"":720},{""x"":28.20224719101124,""y"":30.362047440699126,""width"":0.22471910112359553,""keypointlabels"":[""36""],""original_width"":1280,""original_height"":720},{""x"":37.752808988764045,""y"":32.55930087390762,""width"":0.22471910112359553,""keypointlabels"":[""37""],""original_width"":1280,""original_height"":720},{""x"":60.561797752808985,""y"":37.95255930087391,""width"":0.22471910112359553,""keypointlabels"":[""38""],""original_width"":1280,""original_height"":720},{""x"":97.41573033707866,""y"":46.34207240948814,""width"":0.22471910112359553,""keypointlabels"":[""39""],""original_width"":1280,""original_height"":720},{""x"":29.775280898876407,""y"":36.95380774032459,""width"":0.22471910112359553,""keypointlabels"":[""31""],""original_width"":1280,""original_height"":720},{""x"":2.8089887640449436,""y"":45.54307116104869,""width"":0.22471910112359553,""keypointlabels"":[""27""],""original_width"":1280,""original_height"":720},{""x"":34.044943820224724,""y"":56.12983770287141,""width"":0.22471910112359553,""keypointlabels"":[""28""],""original_width"":1280,""original_height"":720},{""x"":1.2359550561797752,""y"":36.15480649188515,""width"":0.22471910112359553,""keypointlabels"":[""29""],""original_width"":1280,""original_height"":720}]",1906.7459999999999,"[{""x"":0.11235955056179776,""y"":22.77153558052435,""width"":97.75280898876392,""height"":76.70411985018727,""rotation"":0,""rectanglelabels"":[""football pitch""],""original_width"":1280,""original_height"":720}]","2025-01-16T09:47:31.322938Z"
8561,"5","2025-01-16T09:45:21.679607Z",20301,"https://fieldvision.forzify.com/labelstudio/data/local-files/?d=label-studio/data/y/3198_avdpi93g7qnpk_107x67_frame_21.png","[{""x"":6.629213483146068,""y"":25.168539325842698,""width"":0.22471910112359553,""keypointlabels"":[""34""],""original_width"":1280,""original_height"":720},{""x"":15.617977528089888,""y"":27.36579275905119,""width"":0.22471910112359553,""keypointlabels"":[""35""],""original_width"":1280,""original_height"":720},{""x"":28.20224719101124,""y"":30.362047440699126,""width"":0.22471910112359553,""keypointlabels"":[""36""],""original_width"":1280,""original_height"":720},{""x"":37.752808988764045,""y"":32.55930087390762,""width"":0.22471910112359553,""keypointlabels"":[""37""],""original_width"":1280,""original_height"":720},{""x"":60.561797752808985,""y"":37.95255930087391,""width"":0.22471910112359553,""keypointlabels"":[""38""],""original_width"":1280,""original_height"":720},{""x"":97.30337078651685,""y"":46.34207240948814,""width"":0.22471910112359553,""keypointlabels"":[""39""],""original_width"":1280,""original_height"":720},{""x"":29.662921348314608,""y"":36.75405742821473,""width"":0.22471910112359553,""keypointlabels"":[""31""],""original_width"":1280,""original_height"":720},{""x"":3.033707865168539,""y"":45.54307116104869,""width"":0.22471910112359553,""keypointlabels"":[""27""],""original_width"":1280,""original_height"":720},{""x"":34.044943820224724,""y"":55.93008739076155,""width"":0.22471910112359553,""keypointlabels"":[""28""],""original_width"":1280,""original_height"":720},{""x"":1.348314606741573,""y"":36.15480649188515,""width"":0.22471910112359553,""keypointlabels"":[""29""],""original_width"":1280,""original_height"":720}]",82.665,"[{""x"":0.11235955056179776,""y"":22.971285892634192,""width"":97.75280898876407,""height"":76.50436953807743,""rotation"":0,""rectanglelabels"":[""football pitch""],""original_width"":1280,""original_height"":720}]","2025-01-16T09:47:05.488543Z"
8562,"5","2025-01-16T09:46:45.382960Z",20302,"https://fieldvision.forzify.com/labelstudio/data/local-files/?d=label-studio/data/y/3198_avdpi93g7qnpk_107x67_frame_22.png","[{""x"":6.629213483146068,""y"":24.968789013732835,""width"":0.22471910112359553,""keypointlabels"":[""34""],""original_width"":1280,""original_height"":720},{""x"":15.842696629213481,""y"":27.166042446941326,""width"":0.22471910112359553,""keypointlabels"":[""35""],""original_width"":1280,""original_height"":720},{""x"":28.20224719101124,""y"":30.162297128589266,""width"":0.22471910112359553,""keypointlabels"":[""36""],""original_width"":1280,""original_height"":720},{""x"":37.86516853932584,""y"":32.75905118601748,""width"":0.22471910112359553,""keypointlabels"":[""37""],""original_width"":1280,""original_height"":720},{""x"":60.78651685393258,""y"":37.752808988764045,""width"":0.22471910112359553,""keypointlabels"":[""38""],""original_width"":1280,""original_height"":720},{""x"":97.64044943820225,""y"":46.34207240948814,""width"":0.22471910112359553,""keypointlabels"":[""39""],""original_width"":1280,""original_height"":720},{""x"":29.8876404494382,""y"":36.75405742821473,""width"":0.22471910112359553,""keypointlabels"":[""31""],""original_width"":1280,""original_height"":720},{""x"":3.033707865168539,""y"":45.54307116104869,""width"":0.22471910112359553,""keypointlabels"":[""27""],""original_width"":1280,""original_height"":720},{""x"":34.157303370786515,""y"":55.93008739076155,""width"":0.22471910112359553,""keypointlabels"":[""28""],""original_width"":1280,""original_height"":720},{""x"":1.4606741573033708,""y"":35.95505617977528,""width"":0.22471910112359553,""keypointlabels"":[""29""],""original_width"":1280,""original_height"":720}]",77.156,"[{""x"":0.11235955056179776,""y"":23.17103620474407,""width"":98.20224719101124,""height"":76.10486891385767,""rotation"":0,""rectanglelabels"":[""football pitch""],""original_width"":1280,""original_height"":720}]","2025-01-16T09:46:45.383038Z"
8563,"5","2025-01-16T09:49:08.988181Z",20303,"https://fieldvision.forzify.com/labelstudio/data/local-files/?d=label-studio/data/y/3198_avdpi93g7qnpk_107x67_frame_23.png","[{""x"":6.853932584269663,""y"":24.968789013732835,""width"":0.22471910112359553,""keypointlabels"":[""34""],""original_width"":1280,""original_height"":720},{""x"":15.955056179775282,""y"":27.166042446941326,""width"":0.22471910112359553,""keypointlabels"":[""35""],""original_width"":1280,""original_height"":720},{""x"":28.426966292134832,""y"":30.162297128589266,""width"":0.22471910112359553,""keypointlabels"":[""36""],""original_width"":1280,""original_height"":720},{""x"":38.08988764044944,""y"":32.359550561797754,""width"":0.22471910112359553,""keypointlabels"":[""37""],""original_width"":1280,""original_height"":720},{""x"":61.01123595505618,""y"":37.752808988764045,""width"":0.22471910112359553,""keypointlabels"":[""38""],""original_width"":1280,""original_height"":720},{""x"":97.75280898876404,""y"":45.94257178526841,""width"":0.22471910112359553,""keypointlabels"":[""39""],""original_width"":1280,""original_height"":720},{""x"":30,""y"":36.554307116104866,""width"":0.22471910112359553,""keypointlabels"":[""31""],""original_width"":1280,""original_height"":720},{""x"":3.3707865168539324,""y"":45.34332084893883,""width"":0.22471910112359553,""keypointlabels"":[""27""],""original_width"":1280,""original_height"":720},{""x"":34.26966292134831,""y"":55.73033707865168,""width"":0.22471910112359553,""keypointlabels"":[""28""],""original_width"":1280,""original_height"":720},{""x"":1.6853932584269662,""y"":35.75530586766541,""width"":0.22471910112359553,""keypointlabels"":[""29""],""original_width"":1280,""original_height"":720}]",92.108,"[{""x"":0,""y"":22.57178526841452,""width"":98.20224719101124,""height"":76.90387016229708,""rotation"":0,""rectanglelabels"":[""football pitch""],""original_width"":1280,""original_height"":720}]","2025-01-16T09:49:08.988214Z"
8564,"5","2025-01-16T09:50:45.590468Z",20304,"https://fieldvision.forzify.com/labelstudio/data/local-files/?d=label-studio/data/y/3198_avdpi93g7qnpk_107x67_frame_24.png","[{""x"":7.191011235955057,""y"":25.168539325842698,""width"":0.22471910112359553,""keypointlabels"":[""34""],""original_width"":1280,""original_height"":720},{""x"":16.06741573033708,""y"":27.166042446941326,""width"":0.22471910112359553,""keypointlabels"":[""35""],""original_width"":1280,""original_height"":720},{""x"":28.651685393258425,""y"":30.162297128589266,""width"":0.22471910112359553,""keypointlabels"":[""36""],""original_width"":1280,""original_height"":720},{""x"":38.20224719101123,""y"":31.960049937578027,""width"":0.22471910112359553,""keypointlabels"":[""37""],""original_width"":1280,""original_height"":720},{""x"":60.89887640449439,""y"":37.55305867665418,""width"":0.22471910112359553,""keypointlabels"":[""38""],""original_width"":1280,""original_height"":720},{""x"":97.86516853932584,""y"":46.34207240948814,""width"":0.22471910112359553,""keypointlabels"":[""39""],""original_width"":1280,""original_height"":720},{""x"":30.449438202247194,""y"":36.15480649188515,""width"":0.22471910112359553,""keypointlabels"":[""31""],""original_width"":1280,""original_height"":720},{""x"":3.48314606741573,""y"":45.14357053682897,""width"":0.22471910112359553,""keypointlabels"":[""27""],""original_width"":1280,""original_height"":720},{""x"":34.71910112359551,""y"":55.73033707865168,""width"":0.22471910112359553,""keypointlabels"":[""28""],""original_width"":1280,""original_height"":720},{""x"":1.9101123595505618,""y"":35.75530586766541,""width"":0.22471910112359553,""keypointlabels"":[""29""],""original_width"":1280,""original_height"":720}]",90.428,"[{""x"":0.11235955056179776,""y"":22.37203495630462,""width"":98.42696629213485,""height"":76.5043695380774,""rotation"":0,""rectanglelabels"":[""football pitch""],""original_width"":1280,""original_height"":720}]","2025-01-16T09:50:45.590503Z"
8565,"5","2025-01-16T09:52:20.990422Z",20305,"https://fieldvision.forzify.com/labelstudio/data/local-files/?d=label-studio/data/y/3198_avdpi93g7qnpk_107x67_frame_25.png","[{""x"":7.191011235955057,""y"":24.76903870162297,""width"":0.22471910112359553,""keypointlabels"":[""34""],""original_width"":1280,""original_height"":720},{""x"":16.292134831460675,""y"":26.96629213483146,""width"":0.22471910112359553,""keypointlabels"":[""35""],""original_width"":1280,""original_height"":720},{""x"":28.764044943820227,""y"":29.762796504369536,""width"":0.22471910112359553,""keypointlabels"":[""36""],""original_width"":1280,""original_height"":720},{""x"":38.31460674157303,""y"":31.960049937578027,""width"":0.22471910112359553,""keypointlabels"":[""37""],""original_width"":1280,""original_height"":720},{""x"":61.01123595505618,""y"":37.55305867665418,""width"":0.22471910112359553,""keypointlabels"":[""38""],""original_width"":1280,""original_height"":720},{""x"":98.08988764044943,""y"":46.142322097378276,""width"":0.22471910112359553,""keypointlabels"":[""39""],""original_width"":1280,""original_height"":720},{""x"":2.0224719101123596,""y"":35.75530586766541,""width"":0.22471910112359553,""keypointlabels"":[""29""],""original_width"":1280,""original_height"":720},{""x"":30.449438202247194,""y"":36.15480649188515,""width"":0.22471910112359553,""keypointlabels"":[""31""],""original_width"":1280,""original_height"":720},{""x"":3.48314606741573,""y"":45.14357053682897,""width"":0.22471910112359553,""keypointlabels"":[""27""],""original_width"":1280,""original_height"":720},{""x"":34.49438202247191,""y"":55.73033707865168,""width"":0.22471910112359553,""keypointlabels"":[""28""],""original_width"":1280,""original_height"":720}]",89.122,"[{""x"":0,""y"":21.799999999999997,""width"":98.54999999999998,""height"":78.2,""rotation"":0,""rectanglelabels"":[""football pitch""],""original_width"":1280,""original_height"":720}]","2025-01-16T09:52:20.990456Z"
